incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident description,support group,tower group,domain group,priority,urgency,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001509858,IBERIA,IBERIA,01/04/2021 21:47,07/04/2021 07:14,Closed,INUX_sun - 1070_Prd_ibcomURL::Dynatrace::DisruptionResource::FAILURE_RATE_INCREASED,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-11T00:00:00Z,PROCESS FAILURE,,6,SIN IDENTIFICAR,
INC000001509964,IBERIA,IBERIA,02/04/2021 00:20,12/04/2021 08:44,Closed,[PORTAL EMPLEADO]nomina me sale siempre la de octubre,JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-16T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR (BARCELONA),RAMPA BARCELONA (AHABU0RA)
INC000001509888,IBERIA,IBERIA,02/04/2021 03:36,07/04/2021 09:48,Closed,LINUX_sun - 1070_Prd_ibcomURL::Dynatrace::OrderResource-http://v2.rs.orm.orm.captwo.ib.com/-Live_Ibe,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-11T00:00:00Z,PERFORMANCE ISSUE,,5,SIN IDENTIFICAR,
INC000001509910,IBERIA,IBERIA,02/04/2021 12:12,12/04/2021 08:46,Closed,[PORTAL EMPLEADO],JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-16T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,10,SIN IDENTIFICAR (MADRID BARAJAS),T.C.MAD- OPER. (AGDM00MB)
INC000001509996,IBERIA,IBERIA,02/04/2021 12:33,,Assigned,LINUX_sun - beml: URL error no se ha podido conectar con cat MAINURLS.config | grep -i https://inci.,Gestores Cambio,UNKNOW,UNKNOW,Media,3-Medio,,Dirección de Sistemas,INCIDENT,2021-04-05T00:00:00Z,PERFORMANCE ISSUE,,29,SIN IDENTIFICAR,
INC000001510011,IBERIA,IBERIA,02/04/2021 15:30,05/04/2021 07:31,Closed,LINUX_sun - 1070_Prd_ibcomURL::Dynatrace::CalendarResourceV02::FAILURE_RATE_INCREASED https://jpb19,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-09T00:00:00Z,PERFORMANCE ISSUE,,3,SIN IDENTIFICAR,
INC000001510042,IBERIA,IBERIA,03/04/2021 01:37,05/04/2021 18:42,,LINUX_sun - sacarl2.ib : Perdida de conexion con servidor de WebLogic cargo2^cargo2. Avisar a BBDD d,TSSUNUNISYS-BBDD,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-05T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001510143,IBERIA,IBERIA,03/04/2021 11:08,12/04/2021 08:44,Closed,[PORTAL EMPLEADO] PROBLEMA DE ACTUALIZACION DE FOTO,JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-16T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,9,SIN IDENTIFICAR,
INC000001510181,IBERIA,IBERIA,03/04/2021 15:18,05/04/2021 07:02,,LINUX_sun - 1070_Prd_ibcomURL::Dynatrace::PassengersImplResource::FAILURE_RATE_INCREASE,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-05T00:00:00Z,PERFORMANCE ISSUE,,2,SIN IDENTIFICAR,
INC000001510265,IBERIA,IBERIA,03/04/2021 16:27,05/04/2021 09:38,,[IBEFAC]Usuario bloqueado,AIRPORT1,Application Tower,Aeropuertos,Baja,4-Baja,,Mantenimiento Aeropuertos,INCIDENT,2021-04-05T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,2,AGP AEROPUERTO,COORDINACION CONTROL AGP (AHARS0C0)
INC000001510224,IBERIA,IBERIA,04/04/2021 00:53,,Pending,Dispositivo averiado.,Mobiles,Network Tower,Network Tower,Media,3-Medio,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-28T00:00:00Z,TELEPHONY FAILURE,DEVICE,27,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),TMA JEFE RAMPA CORTO Y ME (AMNLP0LC)
INC000001510352,IBERIA,IBERIA,04/04/2021 11:29,06/04/2021 13:04,,P09: Problemas Billetes free,JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-06T00:00:00Z,SOFTWARE FAILURE,,2,EAS AEROPUERTO,RAMPA SAN SEBASTIAN (AHAIE0RA)
INC000001510418,IBERIA,IBERIA,05/04/2021 08:28,05/04/2021 21:00,Closed,EC 74 - cl-satelite-APP,GSAN,Server Tower,Server Tower,Baja,4-Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-09T00:00:00Z,DATA ISSUE,BACKUP FAILURE,0,SIN IDENTIFICAR,
INC000001510435,IBERIA,IBERIA,05/04/2021 10:20,05/04/2021 18:57,,[GLE001]SAP CFS - INTERFACES module:,FINANCE-SUPPORT,Application Tower,FINANCE,Media,2-Alta,,Mantenimiento Financiero,INCIDENT,2021-04-05T00:00:00Z,SOFTWARE FAILURE,,0,NEO-MARTINEZ VILLERGAS 49,FBP SERVICIOS AEROPORT (1FID00)
INC000001510439,IBERIA,IBERIA,05/04/2021 10:28,05/04/2021 13:58,Closed,Fallo Peoplesoft: Mejora contrato,PeopleSoft Administration,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-09T00:00:00Z,DATA ISSUE,,0,LPA AEROPUERTO,PERSONAL LAS PALMAS (AHALP0EP)
INC000001510664,IBERIA,IBERIA,05/04/2021 12:18,05/04/2021 12:21,Closed,AVS 1U disconnections,MIDDLEWARE PSS,Delivery,PSS,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-09T00:00:00Z,SOFTWARE WARNING,,0,,
INC000001510673,IBERIA,IBERIA,05/04/2021 12:36,05/04/2021 16:56,Closed,Mensaje muy largo desde VAYANT en Disponibilidad.,Availabillity Hub,Delivery,Delivery,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-09T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,0,,
INC000001510676,IBERIA,IBERIA,05/04/2021 12:42,05/04/2021 16:50,Closed,El dis 4 a las 15:31. Multinucleo deja de contestar a muchos los mensajes de los GDS,Availabillity Hub,Delivery,Delivery,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-09T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,0,,
INC000001510761,IBERIA,IBERIA,05/04/2021 16:33,,Assigned,SIN SISTEMA,Comunicaciones América,Network Tower,Network Tower,Media,3-Medio,,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,2021-04-05T00:00:00Z,SOFTWARE FAILURE,PC SOFTWARE,26,SIN IDENTIFICAR,
INC000001510956,IBERIA,IBERIA,05/04/2021 18:33,05/04/2021 21:54,Closed,Multile service down in Dynatrace.,AM_MTO_IBIS,Application Tower,Ib.com,Crítica,1-Crítica,,MANTENIMIENTO IB.COM,INCIDENT,2021-04-09T00:00:00Z,PROCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001510962,IBERIA,IBERIA,05/04/2021 19:45,06/04/2021 07:19,,Usuario bloqueado por inactividad en IBECON,AIRPORT1,Application Tower,Aeropuertos,Media,3-Medio,,Mantenimiento Aeropuertos,INCIDENT,2021-04-06T00:00:00Z,ACCESS FAILURE,,1,IBZ AEROPUERTO,COORDINACION Y CONTROL IB (AHAKISCI)
INC000001510983,IBERIA,IBERIA,05/04/2021 23:20,06/04/2021 15:28,,P09: Problemas Billetes free myidtravel,JAVA Apps Support,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-06T00:00:00Z,SOFTWARE FAILURE,,1,SIN IDENTIFICAR,
INC000001511006,IBERIA,IBERIA,06/04/2021 02:47,06/04/2021 02:57,Closed,"VENTA DE ANCILIARIES TIENE POCOS REGISTROS EN BD Resibernet, Carga Tarifas&Tasas, PRODUCCION <surnet",SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001510892,IBERIA,IBERIA,06/04/2021 03:49,06/04/2021 04:02,Closed,El servicio Venta de Anciliaris tiene pocos registros en BD. Por favor avisar OnCall SAPAS para su v,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001510893,IBERIA,IBERIA,06/04/2021 04:05,06/04/2021 04:22,Closed,EL Srvc DE REACOM HA DEJADO DE REGISTRAR EN BD. Por favor avisar OnCall SAPAS para su verificación (,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001510918,IBERIA,IBERIA,06/04/2021 08:06,07/04/2021 12:46,Closed,LINUX_ibm - SIC010:ERROR_EN_CARGA_JB mc_host=procapl2 mc_host_class=Linux mc_host_address=172.21.239,Aplicaciones BI,Application Tower,BI,Media,3-Medio,,Mantenimiento BI,INCIDENT,2021-04-11T00:00:00Z,PERFORMANCE ISSUE,,1,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001511050,IBERIA,IBERIA,06/04/2021 08:10,07/04/2021 12:47,Closed,LINUX_ibm - SIC010:ERROR_EN_EJECUCION_JB mc_host=procapl2 mc_host_class=Linux mc_host_address=172.21,Aplicaciones BI,Application Tower,BI,Media,3-Medio,,Mantenimiento BI,INCIDENT,2021-04-11T00:00:00Z,PERFORMANCE ISSUE,,1,SIN IDENTIFICAR,
INC000001510926,IBERIA,IBERIA,06/04/2021 08:28,06/04/2021 08:37,,"Ha fallado el job A60OVEGB en zlc , avisar en horario laboral a USCIBMAM (amibmcap@iberia.es)",USCIBMAM,Application Tower,Cobol Domain,Media,3-Medio,,Mantenimiento COBOL,INCIDENT,2021-04-06T00:00:00Z,PROCESS FAILURE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001511086,IBERIA,IBERIA,06/04/2021 09:14,,Assigned,Fallo Software: no puede iniciar sesion en ordenador,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,4-Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,SOFTWARE FAILURE,,25,TALLER MOTORES,MNG. UTILLAJE (AMRF02)
INC000001511108,IBERIA,IBERIA,06/04/2021 09:57,07/04/2021 12:57,Closed,[SEG010] Usuario fallo sincronía GENERALIZADO en H6,OAM/OIM/OVD/OIF/OSB Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Media,3-Medio,,Mantenimiento Herramientas IT & DBAs,INCIDENT,2021-04-11T00:00:00Z,ACCESS FAILURE,PASSWORD,1,HANGAR 6,TMA AVIONICA PROD CAD1 HA (AMIRD0FB)
INC000001511112,IBERIA,IBERIA,06/04/2021 10:01,20/04/2021 18:08,Closed,[GLE001]SAP CFS - PTP module:,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,2021-04-24T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,14,EDIF.110 - ALMACENES GENERALES,RESP. FACT. INTERL Y AG D (3KEMV0)
INC000001511179,IBERIA,IBERIA,06/04/2021 10:39,,Assigned,Revisión antivirus: no inicia sesion correctamente por mala actualizacion del antivirus,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-26T00:00:00Z,PERFORMANCE ISSUE,HANG,25,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),INSPECTORES ALEATORIOS HM (AM70HYAL)
INC000001511142,IBERIA,IBERIA,06/04/2021 10:47,06/04/2021 15:33,Closed,SIC011: ERROR EN LA CARGA DE PAX,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,2021-04-10T00:00:00Z,PROCESS FAILURE,,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001511187,IBERIA,IBERIA,06/04/2021 10:49,06/04/2021 15:25,Closed,SIC011: Error en la carga de BA-DAILY-IATA,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,2021-04-10T00:00:00Z,PROCESS FAILURE,,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001511147,IBERIA,IBERIA,06/04/2021 10:51,06/04/2021 12:22,Closed,SIC011: Error de carga CKI,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,2021-04-10T00:00:00Z,PROCESS FAILURE,,0,SIN IDENTIFICAR,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001511262,IBERIA,IBERIA,06/04/2021 11:13,,Assigned,Fallo Software:no actualiza el antivirus,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-09T00:00:00Z,SOFTWARE FAILURE,,25,HANGAR 7,PINTURA (AMIRT0GA)
INC000001511283,IBERIA,IBERIA,06/04/2021 11:39,06/04/2021 12:26,Closed,[GLE001] SAP CFS - SAPGUI Password,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,2021-04-10T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,NÓMINA (3YRN00)
INC000001511299,IBERIA,IBERIA,06/04/2021 11:59,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,,25,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),LINEA PRODUCCIÓN ELECTRIC (AMICN0AF)
INC000001511313,IBERIA,IBERIA,06/04/2021 12:30,06/04/2021 20:31,Closed,[GLE001] SAP CFS - SAPGUI Password,FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,2021-04-10T00:00:00Z,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000001511352,IBERIA,IBERIA,06/04/2021 12:53,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,4-Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,PASSWORD,25,HANGAR 5,SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000001511364,IBERIA,IBERIA,06/04/2021 13:13,06/04/2021 15:52,,EXPORTACION DE DATOS DE OBIE A EXCEL,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,2021-04-06T00:00:00Z,SOFTWARE FAILURE,,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),CUSTOMER CENTER B2C (ALCO00)
INC000001511391,IBERIA,IBERIA,06/04/2021 14:05,,In Progress,Paga EMD pero no emite. Confirmar que es una BAP y por qué falló.,RESIBER GARANTIA TKT,Delivery,Delivery,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-14T00:00:00Z,DEFAULT,DEFAULT,25,SIN IDENTIFICAR,
INC000001511390,IBERIA,IBERIA,06/04/2021 14:07,06/04/2021 15:31,Closed,Corte con el batap de SITA,MIDDLEWARE PSS,Delivery,PSS,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,SOFTWARE FAILURE,APPLICATION ERROR,0,,
INC000001511457,IBERIA,IBERIA,06/04/2021 14:09,09/04/2021 08:07,Closed,[CICLOPE]: DATOS TRANSFERIDOS DE CICLOPE A AVIASO Y A OBI”,Aplicaciones BI,Application Tower,BI,Baja,4-Baja,,Mantenimiento BI,INCIDENT,2021-04-13T00:00:00Z,SOFTWARE FAILURE,,3,NEO-MARTINEZ VILLERGAS 49,NAVEGACIÓN Y ACTUACIONES (AVTN00)
INC000001511483,IBERIA,IBERIA,06/04/2021 15:38,,Assigned,[SEG010] Usuario fallo sincronía,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,2-Alta,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,PASSWORD,25,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),VERIFICACIÓN Y COORDINACI (AMICT1VC)
INC000001511427,IBERIA,IBERIA,06/04/2021 16:17,,Assigned,[SEG010] Usuario fallo sincronía en el ordenador,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,4-Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-09T00:00:00Z,ACCESS FAILURE,PASSWORD,25,HANGAR 5,SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000001511516,IBERIA,IBERIA,06/04/2021 17:03,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-20T00:00:00Z,ACCESS FAILURE,,25,SIN IDENTIFICAR (ANT.ZONA INDUSTRIAL),MNG UTILLAJE Y SOPORTE AZ (AMRF02AZ)
INC000001511532,IBERIA,IBERIA,06/04/2021 17:42,06/04/2021 18:05,Closed,Blocking queries Alert,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PROCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001511677,IBERIA,IBERIA,06/04/2021 20:44,06/04/2021 21:56,Closed,Blocking queries Alert,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001511685,IBERIA,IBERIA,06/04/2021 21:44,07/04/2021 14:07,Closed,[SEG010] Usuario fallo sincronía,OAM/OIM/OVD/OIF/OSB Support,Application Tower,Mantenimiento Herramientas IT & DBAs,Baja,4-Baja,,Mantenimiento Herramientas IT & DBAs,INCIDENT,2021-04-11T00:00:00Z,ACCESS FAILURE,PASSWORD,1,HANGAR 5,TMA MECANICA. PROD CAD2 H (AMIRD4GC)
INC000001511591,IBERIA,IBERIA,06/04/2021 22:55,07/04/2021 00:56,Closed,Blocking queries Alert,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,1,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001511600,IBERIA,IBERIA,07/04/2021 00:25,,Assigned,"[SEG010] Usuario fallo sincronía: no puede acceder a su ordenador, ordenador sigue dando error",MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,2-Alta,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-29T00:00:00Z,ACCESS FAILURE,PASSWORD,24,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),MAINTROL (AMNLR00C)
INC000001511604,IBERIA,IBERIA,07/04/2021 01:16,07/04/2021 01:28,Closed,Blocking queries Alert,SAPAS,Application Tower,PSS,Media,3-Medio,,Mantenimiento Pasaje,INCIDENT,2021-04-10T00:00:00Z,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001511610,IBERIA,IBERIA,07/04/2021 02:47,,Assigned,Problemas de conectividad: Problema de internet y conexión intermitente,Microsoft o365 Infrastructure,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,COMMUNICATIONS FAILURE,,24,BCN AEROPUERTO,TMA JEFE MECANICA (AMNLB0AA)
INC000001511617,IBERIA,IBERIA,07/04/2021 03:59,12/04/2021 08:56,Closed,LINUX_sun - ibcwcsdel2.ib : Uso de CPU al 96.63%. Triage and callout WCS-ADMIN-SUPPORT(Callout Requi,WCS-ADMIN-SUPPORT,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-16T00:00:00Z,PERFORMANCE ISSUE,,5,SIN IDENTIFICAR,
INC000001511625,IBERIA,IBERIA,07/04/2021 07:02,,Assigned,Fallo Software: Fallo en TEAMS y correo,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-08T00:00:00Z,SOFTWARE FAILURE,,24,HANGAR 7,PINTURA (AMIRT0GA)
INC000001511633,IBERIA,IBERIA,07/04/2021 07:30,,Assigned,Sincronizar contraseña del PC con la contraseña de dominio,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Media,3-Medio,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,,24,TALLER MOTORES,VERIFICACION INICIAL (AMITP0DE)
INC000001511773,IBERIA,IBERIA,07/04/2021 07:38,,Assigned,[SEG010] Usuario fallo sincronía - Problemas de acceso a equipos 971172,MICROSOFT ACTIVE DIRECTORY,Server Tower,Server Tower,Baja,4-Baja,,Unidad de Operaciones Ordenadores,INCIDENT,2021-04-07T00:00:00Z,ACCESS FAILURE,PASSWORD,24,TALLER MOTORES,VERIFICACION INICIAL (AMITP0DE)
INC000001511638,IBERIA,IBERIA,07/04/2021 07:45,07/04/2021 08:24,Closed,To archive IB messages in ELM.,PeopleSoft Administration,Application Tower,RRHH,Baja,4-Baja,,Mantenimiento Corporativa y RRHH,INCIDENT,2021-04-11T00:00:00Z,DATA ISSUE,,0,SIN IDENTIFICAR,
INC000001511786,IBERIA,IBERIA,07/04/2021 08:08,07/04/2021 12:47,Closed,LINUX_ibm - SIC010:ERROR_EN_EJECUCION_JB mc_host=procapl2 mc_host_class=Linux mc_host_address=172.21,Aplicaciones BI,Application Tower,BI,Media,3-Medio,,Mantenimiento BI,INCIDENT,2021-04-11T00:00:00Z,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR,
INC000001511865,IBERIA,IBERIA,07/04/2021 09:15,,In Progress,MFA Multifactor authentication - Ping ID: Emparejar nuevo dispositivo,WNS Team,UNKNOW,UNKNOW,Media,3-Medio,,Unidad Seguridad Informática,INCIDENT,2021-04-07T00:00:00Z,SOFTWARE FAILURE,,24,TALLER MOTORES,SERVICIOS DE REPARACIÓN (AMITP0)
